State,Effective Date,Valid Through Date,age_maj_men,age_maj_women,healthcare,healthcare_conditions,healthcare_conditions_text,healthcare_sti,healthcare_sticat Testing,healthcare_sticat Treatment,healthcare_sticat Prevention,healthcare_sticat N/A,healthcare_hiv,healthcare_hivcat Testing,healthcare_hivcat Treatment,healthcare_hivcat Prevention,healthcare_hivcat N/A,healthcare_mental,healthcare_sud,healthcare_confidential,healthcare_confidential_conditions,healthcare_disclose,healthcare_agemaj_men,healthcare_agemaj_women,stitest,stitest_conditions,stitest_conditions_text,stitest_confidential,stitest_confidential_conditions,stitest_disclose,stitest_disclose_result,stitest_agemaj_men,stitest_agemaj_women,stitreat,stitreat_conditions,stitreat_conditions_text,stitreat_confidential,stitreat_confidential_conditions,stitreat_disclose,stitreat_agemaj_men,stitreat_agemaj_women,stiprev,stiprev_conditions,stiprev_conditions_text,stiprev_confidential,stiprev_confidential_conditions,stiprev_disclose,stiprev_agemaj_men,stiprev_agemaj_women,sti_specific,sti_specific_hiv,sti_specific_text,hivtest,hivtest_conditions,hivtest_conditions_text,hivtest_confidential,hivtest_confidential_conditions,hivtest_disclose,hivtest_disclose_result,hivtest_agemaj_men,hivtest_agemaj_women,hivtreat,hivtreat_conditions,hivtreat_conditions_text,hivtreat_confidential,hivtreat_confidential_conditions,hivtreat_disclose,hivtreat_agemaj_men,hivtreat_agemaj_women,hivprev,hivprev_conditions,hivprev_conditions_text,hivprev_confidential,hivprev_confidential_conditions,hivprev_disclose,hivprev_agemaj_men,hivprev_agemaj_women,prep,prep_conditions,prep_conditions_text,prep_confidential,prep_confidential_conditions,prep_disclose,prep_agemaj_men,prep_agemaj_women,pep,pep_conditions,pep_conditions_text,eob,eob_conditions,eob_conditions_text,payor,payor_conditions,payor_conditions_text
Alabama,1/1/2020,12/31/2021,19,19,0,1,N/A,0,1,1,1,0,0,1,1,1,0,0,0,1,2,2,14,14,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,2,14,14,0,0,"Chancroid, chlamydia, gonorrhea, hepatitis C, syphilis",0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,2,14,14,0,1,N/A,1,2,2,14,14,0,1,N/A,1,2,N/A,1,2,N/A
Alabama,1/1/2004,12/31/2019,19,19,0,1,N/A,0,1,1,1,0,0,1,1,1,0,0,0,1,2,2,14,14,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,2,14,14,1,2,N/A,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,2,14,14,0,1,N/A,1,2,2,14,14,0,1,N/A,1,2,N/A,1,2,N/A
Alabama,1/1/1996,12/31/2003,19,19,0,1,N/A,0,1,1,1,0,0,1,1,1,0,0,0,1,2,2,14,14,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,2,14,14,1,2,N/A,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,2,14,14,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Alabama,1/1/1975,12/31/1995,19,19,0,1,N/A,0,1,1,1,0,2,0,0,0,1,0,0,1,2,2,14,14,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,2,14,14,1,2,N/A,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,2,14,14,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Alabama,1/1/1971,12/31/1974,21,21,0,1,N/A,0,1,1,1,0,2,0,0,0,1,0,0,1,2,2,14,14,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,2,14,14,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Alaska,1/1/2003,12/31/2021,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,1,2,N/A
Alaska,1/1/1977,12/31/2002,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Alaska,1/1/1974,12/31/1976,19,19,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,19,19,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,19,19,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Alaska,1/1/1956,12/31/1973,19,19,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,19,19,1,2,N/A,2,2,2,2,19,19,1,2,N/A,2,2,2,19,19,1,2,N/A,2,2,2,19,19,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Arizona,1/1/2010,12/31/2021,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,1,2,N/A
Arizona,1/1/1972,12/31/2009,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,1,2,N/A
Arizona,1/1/1971,12/31/1971,21,21,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,21,21,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,21,21,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Arizona,1/1/1956,12/31/1970,21,21,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,21,21,1,2,N/A,2,2,2,2,21,21,1,2,N/A,2,2,2,21,21,1,2,N/A,2,2,2,21,21,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Arkansas,1/1/1975,12/31/2021,18,18,0,0,Minor must possess sufficient intelligence to understand the consequences of the treatment,0,1,1,1,0,0,1,1,1,0,0,0,1,2,2,0,0,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,0,0,Minor must possess sufficient intelligence to understand the consequences of the treatment,1,2,2,0,0,1,2,N/A,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,0,0,Minor must possess sufficient intelligence to understand the consequences of the treatment,1,2,2,0,0,0,0,Minor must possess sufficient intelligence to understand the consequences of the treatment,1,2,2,0,0,0,0,Minor must possess sufficient intelligence to understand the consequences of the treatment,1,2,N/A,1,2,N/A
Arkansas,1/1/1973,12/31/1974,21,18,0,0,Minor must possess sufficient intelligence to understand the consequences of the treatment,0,1,1,1,0,2,0,0,0,1,0,0,1,2,2,0,0,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,0,0,Minor must possess sufficient intelligence to understand the consequences of the treatment,1,2,2,0,0,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Arkansas,1/1/1969,12/31/1972,21,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,21,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,21,18,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Arkansas,1/1/1939,12/31/1968,21,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,21,18,1,2,N/A,2,2,2,2,21,18,1,2,N/A,2,2,2,21,18,1,2,N/A,2,2,2,21,18,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
California,1/1/2014,12/31/2021,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,0,1,N/A,0,1,1,12,12,0,0,"Chlamydia, Syphilis, Gonorrhea, Chancroid, Lymphogranuloma venereum",0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,0,1,N/A,0,1,1,12,12,0,1,N/A,0,1,2,12,12,0,1,N/A,0,1,N/A,0,1,N/A
California,1/1/2012,12/31/2013,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,0,1,N/A,0,1,1,12,12,0,0,"Chlamydia, Syphilis, Gonorrhea, Chancroid, Lymphogranuloma venereum",0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,0,1,N/A,0,1,1,12,12,2,2,N/A,2,2,2,18,18,0,1,N/A,0,1,N/A,0,1,N/A
California,1/1/2000,12/31/2011,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,1,2,N/A,2,2,2,18,18,0,0,"Chlamydia, Syphilis, Gonorrhea, Chancroid, Lymphogranuloma venereum",0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,1,2,N/A,0,1,N/A,0,1,N/A
California,1/1/1995,12/31/1999,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,1,2,N/A,2,2,2,18,18,0,0,"Chlamydia, Syphilis, Gonorrhea, Chancroid, Lymphogranuloma venereum",0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,1,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,1,2,N/A,1,2,N/A,1,2,N/A
California,1/1/1994,12/31/1994,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,1,2,N/A,2,2,2,18,18,0,0,"Chlamydia, Syphilis, Gonorrhea, Chancroid, Lymphogranuloma venereum",0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,1,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
California,1/1/1987,12/31/1993,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,1,2,N/A,2,2,2,26,26,0,0,"Chlamydia, Syphilis, Gonorrhea, Chancroid, Lymphogranuloma venereum",0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
California,4/3/1982,12/31/1986,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,1,2,N/A,2,2,2,18,18,0,0,"Chlamydia, Syphilis, Gonorrhea, Chancroid, Lymphogranuloma venereum",0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,1,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
California,1/1/1981,4/2/1982,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,1,2,N/A,2,2,2,18,18,0,0,"Chlamydia, Syphilis, Gonorrhea, Chancroid, Lymphogranuloma venereum",0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,1,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
California,3/4/1972,12/31/1980,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,12,12,0,1,N/A,1,2,2,12,12,1,2,N/A,2,2,2,18,18,0,2,"Chlamydia, Syphilis, Gonorrhea, Chancroid, Lymphogranuloma venereum",2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
California,1/1/1968,3/3/1972,21,21,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,21,21,0,1,N/A,1,2,2,2,12,12,0,1,N/A,1,2,2,12,12,1,2,N/A,2,2,2,21,21,0,2,"Chlamydia, Syphilis, Gonorrhea, Chancroid, Lymphogranuloma venereum",2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
California,1/1/1945,12/31/1967,21,21,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,21,21,1,2,N/A,2,2,2,2,21,21,1,2,N/A,2,2,2,21,21,1,2,N/A,2,2,2,21,21,0,2,"Chlamydia, Syphilis, Gonorrhea, Chancroid, Lymphogranuloma venereum",2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Colorado,10/1/2018,12/31/2021,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,0,1,1,0,0,0,1,N/A,0,0,1,0,0,0,1,N/A,0,0,1,0,0,0,0,"Chlamydia, Gonorrhea, Syphilis, Relevant types of hepatitis, Any other sexually transmitted infection",0,1,N/A,0,0,1,1,0,0,0,1,N/A,0,0,1,0,0,0,1,N/A,0,0,1,0,0,0,1,N/A,0,0,1,0,0,0,1,N/A,0,1,N/A,1,2,N/A
Colorado,7/1/2016,9/30/2018,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,0,1,1,0,0,0,1,N/A,0,0,1,0,0,0,1,N/A,0,0,1,0,0,0,0,"Chlamydia, Gonorrhea, Syphilis, Relevant types of hepatitis, Any other sexually transmitted infection",0,1,N/A,0,0,1,1,0,0,0,1,N/A,0,0,1,0,0,0,1,N/A,0,0,1,0,0,0,1,N/A,0,0,1,0,0,0,1,N/A,1,2,N/A,1,2,N/A
Colorado,1/1/1963,6/30/2016,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,1,2,N/A
Colorado,1/1/1921,12/31/1962,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Connecticut,1/1/2019,12/31/2021,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,1,1,0,0,0,1,N/A,0,1,1,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,0,1,1,1,0,0,0,0,"Where minor is 12 or younger, physician or APRN must determine that notifying parents or guardian will result in treatment being denied, or in minor declining to pursue treatment",0,1,1,0,0,0,0,"Where minor is 12 or younger, physician or APRN must determine that notifying parents or guardian will result in treatment being denied, or in minor declining to pursue treatment",0,1,1,0,0,0,0,"Where minor is 12 or younger, physician or APRN must determine that notifying parents or guardian will result in treatment being denied, or in minor declining to pursue treatment",0,1,1,0,0,0,0,"Where minor is 12 or younger, physician or APRN must determine that notifying parents or guardian will result in treatment being denied, or in minor declining to pursue treatment",1,2,N/A,1,2,N/A
Connecticut,6/12/1996,12/31/2018,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,1,1,0,0,0,1,N/A,0,1,1,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,0,1,1,1,0,0,0,0,"Where minor is 12 or younger, physician or APRN must determine that notifying parents or guardian will result in treatment being denied, or in minor declining to pursue treatment",0,1,1,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,1,2,N/A
Connecticut,5/22/1992,6/11/1996,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,0,1,1,1,0,0,0,0,"Where minor is 12 or younger, physician or APRN must determine that notifying parents or guardian will result in treatment being denied, or in minor declining to pursue treatment",0,1,1,0,0,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Connecticut,10/1/1972,5/21/1992,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,1,2,2,2,0,0,0,1,NA,1,2,2,0,0,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Connecticut,1/1/1958,9/30/1972,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,NA,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Delaware,6/27/2012,12/31/2021,18,18,0,0,"Reasonable efforts to get parent's consent, doctor must determine that untreated condition will cause harm",0,1,1,1,0,0,1,1,1,0,0,0,1,2,2,0,0,0,0,Reasonable efforts to get parent/guardian's consent if minor is less than 12 years of age,0,1,0,0,0,0,0,0,Reasonable efforts to get parent/guardian's consent if minor is less than 12 years of age,0,1,0,0,0,0,0,Reasonable efforts to get parent/guardian's consent if minor is less than 12 years of age,0,1,0,0,0,0,0,"Chancroid, Chlamydia, Gonorrhea, Granuloma inguinale, Herpes, HPV, PID, Syphilis",0,0,Reasonable efforts to get parent/guardian's consent if minor is less than 12 years of age,0,1,0,0,0,0,0,0,Reasonable efforts to get parent/guardian's consent if minor is less than 12 years of age,0,1,0,0,0,0,0,Reasonable efforts to get parent/guardian's consent if minor is less than 12 years of age,0,1,0,0,0,0,0,Reasonable efforts to get parent/guardian's consent if minor is less than 12 years of age,0,0,0,0,0,0,1,N/A,1,2,N/A,0,1,N/A
Delaware,7/20/1999,6/26/2012,18,18,0,0,"Reasonable efforts to get parent's consent, doctor must determine that untreated condition will cause harm",0,1,1,1,0,0,1,1,1,0,0,0,1,2,2,0,0,0,0,Reasonable efforts to get parent/guardian's consent if minor is less than 12 years of age,1,2,2,2,0,0,0,0,Reasonable efforts to get parent/guardian's consent if minor is less than 12 years of age,1,2,2,0,0,0,0,Reasonable efforts to get parent/guardian's consent if minor is less than 12 years of age,1,2,2,0,0,1,2,N/A,0,0,Reasonable efforts to get parent/guardian's consent if minor is less than 12 years of age,0,1,0,0,0,0,0,0,Reasonable efforts to get parent/guardian's consent if minor is less than 12 years of age,1,2,2,0,0,0,0,Reasonable efforts to get parent/guardian's consent if minor is less than 12 years of age,1,2,2,0,0,2,2,N/A,2,2,2,18,18,0,1,N/A,1,2,N/A,1,2,N/A
Delaware,1/1/1988,7/19/1999,18,18,0,0,"Reasonable efforts to get parent's consent, doctor must determine that untreated condition will cause harm",0,1,1,1,0,0,1,1,1,0,0,0,1,2,2,0,0,0,0,"Reasonable efforts to get parent's consent, doctor must determine that untreated condition will cause harm",1,2,2,2,0,0,0,0,"Reasonable efforts to get parent's consent, doctor must determine that untreated condition will cause harm",1,2,2,0,0,0,0,"Reasonable efforts to get parent's consent, doctor must determine that untreated condition will cause harm",1,2,2,0,0,1,2,N/A,0,0,"Reasonable efforts to get parent/guardian's consent if minor is less than 12 years of age, doctor must determine that untreated condition will cause harm",0,1,0,0,0,0,0,0,"Reasonable efforts to get parent's consent, doctor must determine that untreated condition will cause harm",1,2,2,0,0,0,0,"Reasonable efforts to get parent's consent, doctor must determine that untreated condition will cause harm",1,2,2,0,0,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Delaware,6/16/1972,12/31/1987,18,18,0,0,"Reasonable efforts to get parent's consent, doctor must determine that untreated condition will cause harm",0,1,1,1,0,0,1,1,1,0,0,0,1,2,2,0,0,0,0,"Reasonable efforts to get parent's consent, doctor must determine that untreated condition will cause harm",1,2,2,2,0,0,0,0,"Reasonable efforts to get parent's consent, doctor must determine that untreated condition will cause harm",1,2,2,0,0,0,0,"Reasonable efforts to get parent's consent, doctor must determine that untreated condition will cause harm",1,2,2,0,0,1,2,N/A,0,0,"Reasonable efforts to get parent's consent, doctor must determine that untreated condition will cause harm",1,2,2,2,0,0,0,0,"Reasonable efforts to get parent's consent, doctor must determine that untreated condition will cause harm",1,2,2,0,0,0,0,"Reasonable efforts to get parent's consent, doctor must determine that untreated condition will cause harm",1,2,2,0,0,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Delaware,1/1/1964,6/15/1972,21,21,0,0,"Reasonable efforts to get parent's consent, doctor must determine that untreated condition will cause harm",0,1,1,1,0,2,0,0,0,1,0,0,1,2,2,0,0,0,0,"Reasonable efforts to get parent's consent, doctor must determine that untreated condition will cause harm",1,2,2,2,0,0,0,0,"Reasonable efforts to get parent's consent, doctor must determine that untreated condition will cause harm",1,2,2,0,0,0,0,"Reasonable efforts to get parent's consent, doctor must determine that untreated condition will cause harm",1,2,2,0,0,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
District of Columbia,7/22/1976,12/31/2021,18,18,0,0,"In the judgement of the treating physician, surgeon, or dentist, the delay that would result from attempting to obtain parental consent would substantially increase the risk to the minor's life, health, mental health, or welfare",0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,N/A,0,1,0,0,0,0,0,1,N/A,0,1,0,0,0,0,1,N/A,0,1,0,0,0,1,2,N/A,0,1,N/A,0,1,0,0,0,0,0,1,N/A,0,1,0,0,0,0,1,N/A,0,1,0,0,0,0,1,N/A,0,1,0,0,0,0,1,N/A,1,2,N/A,1,2,N/A
District of Columbia,9/16/1974,7/21/1976,18,18,0,0,"In the judgement of the treating physician, surgeon, or dentist, the delay that would result from attempting to obtain parental consent would substantially increase the risk to the minor's life, health, mental health, or welfare",0,1,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,N/A,0,1,0,0,0,0,0,1,N/A,0,1,0,0,0,0,1,N/A,0,1,0,0,0,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Florida,3/16/2014,12/31/2021,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,1,1,0,0,0,1,N/A,0,1,1,0,0,1,2,N/A,2,2,2,18,18,0,0,"Chlamydia, Gonorrhea, HPV, Herpes, Syphilis, Chancroid, Granuloma inguinale, Hepatitis A-D, Lymphogranuloma venereum",0,0,Minor must possess sufficient intelligence and maturity to make an informed judgment,0,1,1,1,0,0,0,1,N/A,0,1,1,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,0,1,N/A
Florida,1/1/1986,3/15/2014,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,1,1,0,0,0,1,N/A,0,1,1,0,0,1,2,N/A,2,2,2,18,18,0,0,"Chlamydia, Gonorrhea, HPV, Herpes, Syphilis, Chancroid, Granuloma inguinale, Hepatitis A-D, Lymphogranuloma venereum",0,0,Minor must possess sufficient intelligence and maturity to make an informed judgment,0,1,1,1,0,0,0,1,N/A,0,1,1,0,0,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,0,1,N/A
Florida,11/6/1985,12/31/1985,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,1,2,N/A,2,2,2,1,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,0,0,"Chlamydia, Gonorrhea, HPV, Herpes, Syphilis, Chancroid, Granuloma inguinale, Hepatitis A-D, Lymphogranuloma venereum",0,0,Minor must possess sufficient intelligence and maturity to make an informed judgment,1,2,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
