State,Effective Date,Valid Through Date,age_maj_men,age_maj_women,healthcare,healthcare_conditions,healthcare_conditions_text,healthcare_sti,healthcare_sticat Testing,healthcare_sticat Treatment,healthcare_sticat Prevention,healthcare_sticat N/A,healthcare_hiv,healthcare_hivcat Testing,healthcare_hivcat Treatment,healthcare_hivcat Prevention,healthcare_hivcat N/A,healthcare_mental,healthcare_sud,healthcare_confidential,healthcare_confidential_conditions,healthcare_disclose,healthcare_agemaj_men,healthcare_agemaj_women,stitest,stitest_conditions,stitest_conditions_text,stitest_confidential,stitest_confidential_conditions,stitest_disclose,stitest_disclose_result,stitest_agemaj_men,stitest_agemaj_women,stitreat,stitreat_conditions,stitreat_conditions_text,stitreat_confidential,stitreat_confidential_conditions,stitreat_disclose,stitreat_agemaj_men,stitreat_agemaj_women,stiprev,stiprev_conditions,stiprev_conditions_text,stiprev_confidential,stiprev_confidential_conditions,stiprev_disclose,stiprev_agemaj_men,stiprev_agemaj_women,sti_specific,sti_specific_hiv,sti_specific_text,hivtest,hivtest_conditions,hivtest_conditions_text,hivtest_confidential,hivtest_confidential_conditions,hivtest_disclose,hivtest_disclose_result,hivtest_agemaj_men,hivtest_agemaj_women,hivtreat,hivtreat_conditions,hivtreat_conditions_text,hivtreat_confidential,hivtreat_confidential_conditions,hivtreat_disclose,hivtreat_agemaj_men,hivtreat_agemaj_women,hivprev,hivprev_conditions,hivprev_conditions_text,hivprev_confidential,hivprev_confidential_conditions,hivprev_disclose,hivprev_agemaj_men,hivprev_agemaj_women,prep,prep_conditions,prep_conditions_text,prep_confidential,prep_confidential_conditions,prep_disclose,prep_agemaj_men,prep_agemaj_women,pep,pep_conditions,pep_conditions_text,eob,eob_conditions,eob_conditions_text,payor,payor_conditions,payor_conditions_text
Texas,9/1/1985,8/31/1989,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,1,2,N/A,2,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,2,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,1,2,N/A
Utah,5/27/2009,12/31/2021,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,0,1,N/A,0,1,1,1,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,N/A,1,2,N/A
Utah,5/12/1981,5/26/2009,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,2,0,0,2,2,N/A,2,2,2,26,26,0,1,N/A,1,2,N/A,1,2,N/A
Utah,5/13/1975,5/11/1981,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,1,2,N/A,2,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Vermont,7/1/1971,12/31/2021,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,12,12,0,1,N/A,1,2,2,12,12,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,1,2,2,2,12,12,0,1,N/A,1,2,2,12,12,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,1,2,N/A
Virginia,7/1/1999,12/31/2021,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,1,1,0,0,0,1,N/A,0,1,1,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,0,1,1,1,0,0,0,1,N/A,0,1,1,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,1,2,N/A
Virginia,1/1/1989,6/30/1999,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Virginia,7/1/1972,12/31/1988,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,1,2,N/A,2,2,2,2,18,18,1,2,N/A,1,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,2,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Washington,1/1/2020,12/31/2021,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,14,14,0,1,N/A,1,2,2,14,14,1,2,N/A,2,2,2,18,18,0,0,Gonorrhea; Herpes; Chlamydia; HPV; Syphilis; Chancroid; Granuloma inguinale; Lymphogranuloma venereum; Trachomitis; Nongonococcal urethritis,0,1,N/A,1,2,2,2,14,14,0,1,N/A,1,2,2,14,14,0,1,N/A,1,2,2,14,14,0,1,N/A,1,2,2,14,14,0,1,N/A,0,1,N/A,0,1,N/A
Washington,2/9/2001,12/31/2019,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,14,14,0,1,N/A,1,2,2,14,14,1,2,N/A,2,2,2,18,18,0,0,Gonorrhea; Herpes; Chlamydia; HPV; Syphilis; Chancroid; Granuloma inguinale; Lymphogranuloma venereum; Trachomitis; Nongonococcal urethritis,0,1,N/A,1,2,2,2,14,14,0,1,N/A,1,2,2,14,14,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,0,1,N/A
Washington,3/23/1988,2/8/2001,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,14,14,0,1,N/A,1,2,2,14,14,1,2,N/A,2,2,2,18,18,0,0,Gonorrhea; Herpes; Chlamydia; HPV; Syphilis; Chancroid; Granuloma inguinale; Lymphogranuloma venereum; Trachomitis; Nongonococcal urethritis,0,1,N/A,1,2,2,2,14,14,0,1,N/A,1,2,2,14,14,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Washington,8/9/1971,3/22/1988,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,14,14,0,1,N/A,1,2,2,14,14,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,1,2,2,2,14,14,0,1,N/A,1,2,2,14,14,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Washington,7/15/1969,8/8/1971,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,14,14,0,1,N/A,1,2,2,14,14,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
West Virginia,10/12/1998,12/31/2021,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,0,0,0,0,0,1,N/A,0,1,0,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,0,1,0,0,0,0,0,1,N/A,0,1,0,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,1,2,N/A
West Virginia,6/9/1972,10/11/1998,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,0,0,0,0,0,1,N/A,0,1,0,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,0,1,0,0,0,0,0,1,N/A,0,1,0,0,0,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
West Virginia,1/1/1921,6/8/1972,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,0,0,0,0,0,1,N/A,0,1,0,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Wisconsin,7/20/1985,12/31/2021,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,0,1,1,1,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,1,2,N/A
Wisconsin,4/1/1984,7/19/1985,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Wisconsin,1/1/1917,3/31/1984,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Wisconsin,1849-01-01,12/31/1916,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,1,2,N/A,2,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Wyoming,7/1/1993,12/31/2021,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,1,1,0,0,0,1,N/A,0,1,1,0,0,1,2,N/A,2,2,2,18,18,0,0,Viral hepatitis; Syphilis,0,1,N/A,0,1,1,1,0,0,0,1,N/A,0,1,1,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,1,2,N/A
Wyoming,1/1/1993,6/30/1993,19,19,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,19,19,0,1,N/A,0,1,1,1,0,0,0,1,N/A,0,1,1,0,0,1,2,N/A,2,2,2,19,19,0,0,Viral hepatitis; Syphilis,0,1,N/A,0,1,1,1,0,0,0,1,N/A,0,1,1,0,0,1,2,N/A,2,2,2,19,19,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Wyoming,1/1/1973,12/31/1992,19,19,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,19,19,0,1,N/A,0,1,1,1,0,0,0,1,N/A,0,1,1,0,0,1,2,N/A,2,2,2,19,19,1,2,N/A,0,1,N/A,0,1,1,1,0,0,0,1,N/A,0,1,1,0,0,1,2,N/A,2,2,2,19,19,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
